year,month,variable,value
2004,2,CHN,-0.097611537
2004,3,CHN,4.823388914
2004,4,CHN,11.93713384
2004,5,CHN,15.87431275
2004,6,CHN,19.81572781
2004,7,CHN,21.40743578
2004,8,CHN,20.69423164
2004,9,CHN,16.89387111
2004,10,CHN,10.62492114
2004,11,CHN,4.168048671
2004,12,CHN,-2.478684092
2005,1,CHN,-4.840063091
2005,2,CHN,-3.604100946
2005,3,CHN,3.659666516
2005,4,CHN,11.69287968
2005,5,CHN,15.89139252
2005,6,CHN,20.66529968
2005,7,CHN,22.26719243
2005,8,CHN,20.71622352
2005,9,CHN,17.7646237
2005,10,CHN,11.08418206
2005,11,CHN,4.673276251
2005,12,CHN,-4.076566021
2006,1,CHN,-3.901126634
2006,2,CHN,-1.373231185
2006,3,CHN,4.570256872
2006,4,CHN,10.72902208
2006,5,CHN,16.12830104
2006,6,CHN,20.04429923
2006,7,CHN,22.37679135
2006,8,CHN,21.87895448
2006,9,CHN,16.76340694
2006,10,CHN,12.39238396
2006,11,CHN,4.472014421
2006,12,CHN,-2.351509689
2007,1,CHN,-3.614015322
2007,2,CHN,1.46602073
2007,3,CHN,4.640874268
2007,4,CHN,10.6362776
2007,5,CHN,17.08832808
2007,6,CHN,20.37318612
2007,7,CHN,21.86890491
2007,8,CHN,21.65844975
2007,9,CHN,17.03871113
2007,10,CHN,11.04204597
2007,11,CHN,3.820684993
2007,12,CHN,-1.441460117
2008,1,CHN,-5.670662461
2008,2,CHN,-3.345335737
2008,3,CHN,6.260342497
2008,4,CHN,11.72208202
2008,5,CHN,16.29175304
2008,6,CHN,19.69927895
2008,7,CHN,22.03014872
2008,8,CHN,20.73826048
2008,9,CHN,17.31171699
2008,10,CHN,11.6521406
2008,11,CHN,3.663902659
2008,12,CHN,-2.09283461
2009,1,CHN,-4.207300586
2009,2,CHN,0.647093285
2009,3,CHN,4.413023885
2009,4,CHN,11.75984678
2009,5,CHN,16.42685895
2009,6,CHN,19.99148265
2009,7,CHN,21.9443443
2009,8,CHN,21.0534475
2009,9,CHN,17.44276701
2009,10,CHN,11.91671924
2009,11,CHN,1.71964849
2009,12,CHN,-3.353898152
2010,1,CHN,-3.970482199
2010,2,CHN,-1.564218116
2010,3,CHN,3.311401532
2010,4,CHN,8.78431726
2010,5,CHN,16.12208202
2010,6,CHN,20.21523209
2010,7,CHN,22.67629563
2010,8,CHN,21.4478594
2010,9,CHN,17.39333033
2010,10,CHN,10.53014872
2010,11,CHN,4.150563317
2010,12,CHN,-2.878954484
2011,1,CHN,-7.525597116
2011,2,CHN,-0.898918432
2011,3,CHN,2.789995493
2011,4,CHN,11.14821992
2011,5,CHN,15.76674178
2011,6,CHN,20.27507886
2011,7,CHN,22.14236142
2011,8,CHN,21.34159531
2011,9,CHN,16.42045967
2011,10,CHN,11.14948175
2011,11,CHN,4.76998648
2011,12,CHN,-3.27183416
2012,1,CHN,-6.141505183
2012,2,CHN,-2.927039207
2012,3,CHN,3.467733213
2012,4,CHN,11.65844975
2012,5,CHN,16.88053177
2012,6,CHN,19.95908067
2012,7,CHN,22.19369085
2012,8,CHN,21.19968454
2012,9,CHN,16.46115367
2012,10,CHN,10.85588103
2012,11,CHN,2.699909869
2012,12,CHN,-4.447634069
2013,1,CHN,-5.188823795
2013,2,CHN,-1.435781884
2013,3,CHN,5.322577738
2013,4,CHN,9.995899054
2013,5,CHN,16.58693105
2013,6,CHN,20.26962596
2013,7,CHN,22.27498873
2013,8,CHN,21.85376296
2013,9,CHN,16.61135647
2013,10,CHN,10.96854439
2013,11,CHN,3.975935106
2013,12,CHN,-2.851735016
1960,1,CMR,24.07361111
1960,2,CMR,25.10277778
1960,3,CMR,26.1
1960,4,CMR,25.60972222
1960,5,CMR,25.22777778
1960,6,CMR,24.27361111
1960,7,CMR,23.25277778
1960,8,CMR,23.4125
1960,9,CMR,23.46111111
1960,10,CMR,24.20833333
1960,11,CMR,24.17083333
1960,12,CMR,24.72361111
1961,1,CMR,24.35972222
1961,2,CMR,24.21666667
1961,3,CMR,26.10277778
1961,4,CMR,26.15138889
1961,5,CMR,25.88888889
1961,6,CMR,24.03194444
1961,7,CMR,22.8
1961,8,CMR,22.875
1961,9,CMR,23.28611111
1961,10,CMR,23.98888889
1961,11,CMR,23.88333333
1961,12,CMR,23.25138889
1962,1,CMR,23.36527778
1962,2,CMR,25.2625
1962,3,CMR,25.83472222
1962,4,CMR,25.74027778
1962,5,CMR,25.28888889
1962,6,CMR,23.90416667
1962,7,CMR,23.47361111
1962,8,CMR,22.87083333
1962,9,CMR,23.37916667
1962,10,CMR,24.0625
1962,11,CMR,24.58888889
1962,12,CMR,24.41527778
1963,1,CMR,24.07361111
1963,2,CMR,25.76944444
1963,3,CMR,25.75
1963,4,CMR,25.79027778
1963,5,CMR,25.39027778
1963,6,CMR,24.67222222
1963,7,CMR,23.45277778
1963,8,CMR,23.37361111
1963,9,CMR,24.11805556
1963,10,CMR,24.325
1963,11,CMR,24.02222222
1963,12,CMR,23.96805556
1964,1,CMR,24.41388889
1964,2,CMR,25.19861111
1964,3,CMR,26.40416667
1964,4,CMR,25.82222222
1964,5,CMR,25.21805556
1964,6,CMR,24.01666667
1964,7,CMR,22.85833333
1964,8,CMR,22.93888889
1964,9,CMR,23.22222222
1964,10,CMR,23.71111111
1964,11,CMR,23.90138889
1964,12,CMR,23.96805556
1965,1,CMR,24.33055556
1965,2,CMR,24.92638889
1965,3,CMR,25.65138889
1965,4,CMR,25.63333333
1965,5,CMR,25.39027778
1965,6,CMR,24.18055556
1965,7,CMR,23.33333333
1965,8,CMR,23.03055556
1965,9,CMR,23.71111111
1965,10,CMR,24.24166667
1965,11,CMR,23.99027778
1965,12,CMR,23.55833333
1966,1,CMR,24.25555556
1966,2,CMR,24.93472222
1966,3,CMR,26.50972222
1966,4,CMR,25.79305556
1966,5,CMR,25.10555556
1966,6,CMR,24.05277778
1966,7,CMR,23.91805556
1966,8,CMR,23.30833333
1966,9,CMR,23.63194444
1966,10,CMR,24.21388889
1966,11,CMR,24.31388889
1966,12,CMR,23.86805556
1967,1,CMR,23.49861111
1967,2,CMR,25.41944444
1967,3,CMR,26.20833333
1967,4,CMR,26.49166667
1967,5,CMR,25.63333333
1967,6,CMR,24.16666667
1967,7,CMR,23.07222222
1967,8,CMR,22.81527778
1967,9,CMR,23.2625
1967,10,CMR,23.85138889
1967,11,CMR,23.92361111
1967,12,CMR,24.27916667
1968,1,CMR,23.67361111
1968,2,CMR,24.96666667
1968,3,CMR,25.67916667
1968,4,CMR,25.71388889
1968,5,CMR,25.03194444
1968,6,CMR,23.88472222
1968,7,CMR,23.20277778
1968,8,CMR,23.49166667
1968,9,CMR,23.7125
1968,10,CMR,24.23194444
1968,11,CMR,24.36666667
1968,12,CMR,24.24027778
1969,1,CMR,23.55277778
1969,2,CMR,25.6875
1969,3,CMR,26.38472222
1969,4,CMR,26.56944444
1969,5,CMR,25.85416667
1969,6,CMR,24.48611111
1969,7,CMR,23.44583333
1969,8,CMR,23.26944444
1969,9,CMR,23.71666667
1969,10,CMR,24.20555556
1969,11,CMR,24.03472222
1969,12,CMR,24.09444444
1970,1,CMR,23.95972222
1970,2,CMR,25.4
1970,3,CMR,26.26805556
1970,4,CMR,26.56805556
1970,5,CMR,25.55277778
1970,6,CMR,24.61805556
1970,7,CMR,23.39027778
1970,8,CMR,23.02916667
1970,9,CMR,23.34861111
1970,10,CMR,24.16666667
1970,11,CMR,24.13055556
1970,12,CMR,23.54722222
1971,1,CMR,23.28611111
1971,2,CMR,24.87638889
1971,3,CMR,26.19166667
1971,4,CMR,25.87361111
1971,5,CMR,25.57222222
1971,6,CMR,24.24166667
1971,7,CMR,23.04583333
1971,8,CMR,22.65972222
1971,9,CMR,23.22777778
1971,10,CMR,24.03055556
1971,11,CMR,23.90138889
1971,12,CMR,23.16111111
1972,1,CMR,23.89027778
1972,2,CMR,25.04722222
1972,3,CMR,25.85972222
1972,4,CMR,25.57361111
1972,5,CMR,25.37222222
1972,6,CMR,24.13611111
1972,7,CMR,23.80833333
1972,8,CMR,23.25555556
1972,9,CMR,24.03333333
1972,10,CMR,24.25694444
1972,11,CMR,23.94166667
1972,12,CMR,24.29027778
1973,1,CMR,24.98611111
1973,2,CMR,26.32361111
1973,3,CMR,26.66527778
1973,4,CMR,26.67361111
1973,5,CMR,25.38055556
1973,6,CMR,24.83194444
1973,7,CMR,23.77083333
1973,8,CMR,23.31388889
1973,9,CMR,23.71111111
1973,10,CMR,24.39583333
1973,11,CMR,23.85
1973,12,CMR,23.88611111
1974,1,CMR,23.31944444
1974,2,CMR,24.9625
1974,3,CMR,25.91388889
1974,4,CMR,25.95138889
1974,5,CMR,24.86388889
1974,6,CMR,24.47361111
1974,7,CMR,22.87638889
1974,8,CMR,23.1875
1974,9,CMR,23.17083333
1974,10,CMR,23.95
1974,11,CMR,23.95694444
1974,12,CMR,22.9375
1975,1,CMR,23.09583333
1975,2,CMR,24.98888889
1975,3,CMR,26.06805556
1975,4,CMR,26.21111111
1975,5,CMR,25.14722222
1975,6,CMR,24.24305556
1975,7,CMR,22.86666667
1975,8,CMR,22.73611111
1975,9,CMR,23.075
1975,10,CMR,23.83333333
1975,11,CMR,24.04722222
1975,12,CMR,23.19305556
1976,1,CMR,23.62916667
1976,2,CMR,25.025
1976,3,CMR,25.62361111
1976,4,CMR,25.93333333
1976,5,CMR,25.14583333
1976,6,CMR,23.87916667
1976,7,CMR,22.96805556
1976,8,CMR,22.92083333
1976,9,CMR,23.66388889
1976,10,CMR,24.10277778
1976,11,CMR,23.52916667
1976,12,CMR,23.8375
1977,1,CMR,23.89166667
1977,2,CMR,24.89583333
1977,3,CMR,26.15833333
1977,4,CMR,26.86944444
1977,5,CMR,25.7375
1977,6,CMR,24.225
1977,7,CMR,23.22222222
1977,8,CMR,23.04861111
1977,9,CMR,23.83472222
1977,10,CMR,24.21944444
1977,11,CMR,24.20694444
1977,12,CMR,23.48611111
1978,1,CMR,23.90277778
1978,2,CMR,25.74861111
1978,3,CMR,26.12222222
1978,4,CMR,25.54444444
1978,5,CMR,24.9125
1978,6,CMR,23.86666667
1978,7,CMR,22.96111111
1978,8,CMR,23.125
1978,9,CMR,23.45972222
1978,10,CMR,24.33472222
1978,11,CMR,23.90416667
1978,12,CMR,23.90972222
1979,1,CMR,24.32361111
1979,2,CMR,25.49166667
1979,3,CMR,26.42083333
1979,4,CMR,26.05694444
1979,5,CMR,25.44305556
1979,6,CMR,24.38611111
1979,7,CMR,23.71805556
1979,8,CMR,23.32777778
1979,9,CMR,24.13888889
1979,10,CMR,24.66666667
1979,11,CMR,24.77916667
1979,12,CMR,23.33888889
1980,1,CMR,24.6375
1980,2,CMR,25.42777778
1980,3,CMR,26.29861111
1980,4,CMR,26.72916667
1980,5,CMR,25.32916667
1980,6,CMR,24.66944444
1980,7,CMR,23.11111111
1980,8,CMR,23.15833333
1980,9,CMR,23.68333333
1980,10,CMR,24.23472222
1980,11,CMR,24.26388889
1980,12,CMR,23.4625
1981,1,CMR,23.0375
1981,2,CMR,25.28611111
1981,3,CMR,25.68611111
1981,4,CMR,26.05833333
1981,5,CMR,25.76111111
1981,6,CMR,24.48333333
1981,7,CMR,22.4
1981,8,CMR,22.775
1981,9,CMR,22.94305556
1981,10,CMR,23.78333333
1981,11,CMR,23.29861111
1981,12,CMR,23.71388889
1982,1,CMR,24
1982,2,CMR,24.64861111
1982,3,CMR,25.69861111
1982,4,CMR,25.55138889
1982,5,CMR,24.74027778
1982,6,CMR,23.95
1982,7,CMR,22.00277778
1982,8,CMR,22.57916667
1982,9,CMR,23.33333333
1982,10,CMR,23.06944444
1982,11,CMR,23.31805556
1982,12,CMR,23.40138889
1983,1,CMR,22.29722222
1983,2,CMR,25.76666667
1983,3,CMR,26.29166667
1983,4,CMR,26.7625
1983,5,CMR,26.00277778
1983,6,CMR,23.97222222
1983,7,CMR,23.39583333
1983,8,CMR,22.69166667
1983,9,CMR,23.33611111
1983,10,CMR,23.6125
1983,11,CMR,23.51527778
1983,12,CMR,23.38611111
1984,1,CMR,23.13194444
1984,2,CMR,25.22638889
1984,3,CMR,25.55555556
1984,4,CMR,25.325
1984,5,CMR,24.6375
1984,6,CMR,24.13055556
1984,7,CMR,22.89444444
1984,8,CMR,23.73611111
1984,9,CMR,22.925
1984,10,CMR,23.86666667
1984,11,CMR,23.89444444
1984,12,CMR,22.90277778
1985,1,CMR,24.24166667
1985,2,CMR,24.57638889
1985,3,CMR,25.89861111
1985,4,CMR,25.26944444
1985,5,CMR,24.77083333
1985,6,CMR,23.70972222
1985,7,CMR,22.72083333
1985,8,CMR,22.99166667
1985,9,CMR,23.28611111
1985,10,CMR,23.68333333
1985,11,CMR,24.02361111
1985,12,CMR,23.28888889
1986,1,CMR,23.72638889
1986,2,CMR,25.44583333
1986,3,CMR,25.68888889
1986,4,CMR,26.21805556
1986,5,CMR,25.70694444
1986,6,CMR,24.00277778
1986,7,CMR,22.62638889
1986,8,CMR,22.61111111
1986,9,CMR,22.97083333
1986,10,CMR,23.53611111
1986,11,CMR,23.49722222
1986,12,CMR,22.6
1987,1,CMR,23.76388889
1987,2,CMR,25.30138889
1987,3,CMR,26.04722222
1987,4,CMR,26.27777778
1987,5,CMR,26.31527778
1987,6,CMR,25.1125
1987,7,CMR,24.00555556
1987,8,CMR,23.18472222
1987,9,CMR,23.50416667
1987,10,CMR,23.98194444
1987,11,CMR,24.47222222
1987,12,CMR,23.71111111
1988,1,CMR,24.42916667
1988,2,CMR,25.77777778
1988,3,CMR,26.54583333
1988,4,CMR,26.33194444
1988,5,CMR,25.225
1988,6,CMR,23.87916667
1988,7,CMR,23.02222222
1988,8,CMR,22.73611111
1988,9,CMR,22.83888889
1988,10,CMR,23.83472222
1988,11,CMR,24.00833333
1988,12,CMR,23.14027778
1989,1,CMR,22.02638889
1989,2,CMR,23.99166667
1989,3,CMR,25.13055556
1989,4,CMR,25.86527778
1989,5,CMR,24.54444444
1989,6,CMR,24.35694444
1989,7,CMR,22.79444444
1989,8,CMR,22.72083333
1989,9,CMR,23.28055556
1989,10,CMR,23.78333333
1989,11,CMR,24.53333333
1989,12,CMR,23.30555556
1990,1,CMR,24.87638889
1990,2,CMR,24.68333333
1990,3,CMR,25.61805556
1990,4,CMR,26.62361111
1990,5,CMR,24.93611111
1990,6,CMR,24.77222222
1990,7,CMR,22.96805556
1990,8,CMR,23.42222222
1990,9,CMR,24.1
1990,10,CMR,24.47638889
1990,11,CMR,24.55972222
1990,12,CMR,25.01944444
1991,1,CMR,24.0375
1991,2,CMR,25.93055556
1991,3,CMR,26.51805556
1991,4,CMR,25.63055556
1991,5,CMR,24.65555556
1991,6,CMR,24.41527778
1991,7,CMR,23.26388889
1991,8,CMR,22.89722222
1991,9,CMR,23.68194444
1991,10,CMR,23.60138889
1991,11,CMR,23.64305556
1991,12,CMR,23.18611111
1992,1,CMR,23.41388889
1992,2,CMR,24.56111111
1992,3,CMR,26.00277778
1992,4,CMR,26.19722222
1992,5,CMR,25.10416667
1992,6,CMR,23.99444444
1992,7,CMR,22.4875
1992,8,CMR,22.34583333
1992,9,CMR,22.94861111
1992,10,CMR,23.84861111
1992,11,CMR,23.475
1992,12,CMR,23.46111111
1993,1,CMR,23.26527778
1993,2,CMR,24.94444444
1993,3,CMR,25.64027778
1993,4,CMR,25.84861111
1993,5,CMR,25.53055556
1993,6,CMR,24.60694444
1993,7,CMR,23.83888889
1993,8,CMR,23.12361111
1993,9,CMR,23.8375
1993,10,CMR,24.27638889
1993,11,CMR,24.75416667
1993,12,CMR,23.98333333
1994,1,CMR,23.78888889
1994,2,CMR,25.01666667
1994,3,CMR,26.75
1994,4,CMR,26.00972222
1994,5,CMR,25.50277778
1994,6,CMR,24.35833333
1994,7,CMR,23.36944444
1994,8,CMR,22.82083333
1994,9,CMR,23.38194444
1994,10,CMR,23.95138889
1994,11,CMR,23.99166667
1994,12,CMR,23.80555556
1995,1,CMR,23.80277778
1995,2,CMR,24.74027778
1995,3,CMR,26.62777778
1995,4,CMR,26.74861111
1995,5,CMR,25.41388889
1995,6,CMR,24.50416667
1995,7,CMR,23.5375
1995,8,CMR,23.50138889
1995,9,CMR,23.96944444
1995,10,CMR,23.85833333
1995,11,CMR,23.87916667
1995,12,CMR,23.88611111
1996,1,CMR,24.12222222
1996,2,CMR,26.05694444
1996,3,CMR,26.5625
1996,4,CMR,26.2375
1996,5,CMR,24.92222222
1996,6,CMR,24.55
1996,7,CMR,23.48333333
1996,8,CMR,22.88888889
1996,9,CMR,23.41527778
1996,10,CMR,23.82222222
1996,11,CMR,23.74027778
1996,12,CMR,23.17916667
1997,1,CMR,24.13611111
1997,2,CMR,24.10416667
1997,3,CMR,26.61388889
1997,4,CMR,25.49166667
1997,5,CMR,24.89444444
1997,6,CMR,24.09583333
1997,7,CMR,23.41805556
1997,8,CMR,23.37777778
1997,9,CMR,24.14166667
1997,10,CMR,24.72083333
1997,11,CMR,24.49027778
1997,12,CMR,23.83055556
1998,1,CMR,24.1625
1998,2,CMR,26.39722222
1998,3,CMR,26.59027778
1998,4,CMR,27.52361111
1998,5,CMR,26.51666667
1998,6,CMR,25.13611111
1998,7,CMR,23.95555556
1998,8,CMR,23.39027778
1998,9,CMR,23.58472222
1998,10,CMR,24.32916667
1998,11,CMR,24.88055556
1998,12,CMR,23.99583333
1999,1,CMR,24.25972222
1999,2,CMR,25.70694444
1999,3,CMR,26.60694444
1999,4,CMR,25.99722222
1999,5,CMR,25.09444444
1999,6,CMR,24.95972222
1999,7,CMR,23.08333333
1999,8,CMR,22.94444444
1999,9,CMR,22.975
1999,10,CMR,23.26666667
1999,11,CMR,24.03888889
1999,12,CMR,23.32916667
2000,1,CMR,24.39166667
2000,2,CMR,24.26944444
2000,3,CMR,25.99861111
2000,4,CMR,26.10416667
2000,5,CMR,25.525
2000,6,CMR,23.60416667
2000,7,CMR,23.33472222
2000,8,CMR,22.70555556
2000,9,CMR,22.94305556
2000,10,CMR,23.925
2000,11,CMR,24.05972222
2000,12,CMR,23.24861111
2001,1,CMR,23.15277778
2001,2,CMR,24.92638889
2001,3,CMR,25.76388889
2001,4,CMR,26.27361111
2001,5,CMR,25.65138889
2001,6,CMR,24.17222222
2001,7,CMR,23.36666667
2001,8,CMR,22.75833333
2001,9,CMR,23.11666667
2001,10,CMR,24.05277778
2001,11,CMR,24.63888889
2001,12,CMR,24.82777778
2002,1,CMR,23.14444444
2002,2,CMR,25.39166667
2002,3,CMR,26.49583333
2002,4,CMR,26.3375
2002,5,CMR,26.26388889
2002,6,CMR,24.64166667
2002,7,CMR,23.79305556
2002,8,CMR,23.31527778
2002,9,CMR,23.31527778
2002,10,CMR,23.44305556
2002,11,CMR,24.39027778
2002,12,CMR,23.83611111
2003,1,CMR,24.67916667
2003,2,CMR,25.94027778
2003,3,CMR,26.29583333
2003,4,CMR,25.98333333
2003,5,CMR,26.61111111
2003,6,CMR,24.37361111
2003,7,CMR,23.87916667
2003,8,CMR,23.41944444
2003,9,CMR,23.51944444
2003,10,CMR,24.62222222
2003,11,CMR,24.92777778
2003,12,CMR,23.66388889
2004,1,CMR,25.02638889
2004,2,CMR,25.55416667
2004,3,CMR,27.05555556
2004,4,CMR,26.96805556
2004,5,CMR,25.53333333
2004,6,CMR,23.84583333
2004,7,CMR,23.70138889
2004,8,CMR,23.66666667
2004,9,CMR,24.01944444
2004,10,CMR,24.57916667
2004,11,CMR,25.27777778
2004,12,CMR,23.99861111
2005,1,CMR,24.01111111
2005,2,CMR,26.68333333
2005,3,CMR,26.92916667
2005,4,CMR,26.76944444
2005,5,CMR,25.97638889
2005,6,CMR,24.98611111
2005,7,CMR,23.24722222
2005,8,CMR,23.3125
2005,9,CMR,23.95138889
2005,10,CMR,24.83611111
2005,11,CMR,25.89305556
2005,12,CMR,25.0625
2006,1,CMR,25.89027778
2006,2,CMR,26.59166667
2006,3,CMR,26.775
2006,4,CMR,26.40972222
2006,5,CMR,25.59583333
2006,6,CMR,25.27361111
2006,7,CMR,24.12777778
2006,8,CMR,23.66527778
2006,9,CMR,23.46944444
2006,10,CMR,25.07222222
2006,11,CMR,24.71805556
2006,12,CMR,24.16805556
2007,1,CMR,23.92361111
2007,2,CMR,26.48888889
2007,3,CMR,27.25833333
2007,4,CMR,26.26805556
2007,5,CMR,26.38055556
2007,6,CMR,24.57083333
2007,7,CMR,24.20833333
2007,8,CMR,23.61944444
2007,9,CMR,23.85
2007,10,CMR,24.39027778
2007,11,CMR,25.04166667
2007,12,CMR,24.95972222
2008,1,CMR,23.2125
2008,2,CMR,24.77916667
2008,3,CMR,27.01111111
2008,4,CMR,26.21527778
2008,5,CMR,26.14444444
2008,6,CMR,24.82083333
2008,7,CMR,24.18055556
2008,8,CMR,23.61111111
2008,9,CMR,24.31527778
2008,10,CMR,25.03611111
2008,11,CMR,25.10277778
2008,12,CMR,24.825
2009,1,CMR,24.97083333
2009,2,CMR,26.14722222
2009,3,CMR,27.2375
2009,4,CMR,26.74305556
2009,5,CMR,26.05
2009,6,CMR,25.23472222
2009,7,CMR,24.3125
2009,8,CMR,23.73888889
2009,9,CMR,24.48472222
2009,10,CMR,24.61805556
2009,11,CMR,25.37638889
2009,12,CMR,25.17083333
2010,1,CMR,25.46805556
2010,2,CMR,27.17222222
2010,3,CMR,27.36527778
2010,4,CMR,28.19583333
2010,5,CMR,26.80694444
2010,6,CMR,25.21944444
2010,7,CMR,23.96944444
2010,8,CMR,23.74027778
2010,9,CMR,23.90972222
2010,10,CMR,24.54583333
2010,11,CMR,25.1375
2010,12,CMR,24.04861111
2011,1,CMR,23.47361111
2011,2,CMR,25.79444444
2011,3,CMR,26.95277778
2011,4,CMR,26.70416667
2011,5,CMR,26.21527778
2011,6,CMR,24.99305556
2011,7,CMR,23.73888889
2011,8,CMR,23.40277778
2011,9,CMR,23.73333333
2011,10,CMR,24.40555556
2011,11,CMR,24.13888889
2011,12,CMR,23.72777778
2012,1,CMR,23.72222222
2012,2,CMR,26.02083333
2012,3,CMR,27.075
2012,4,CMR,27.10416667
2012,5,CMR,25.59861111
2012,6,CMR,24.56111111
2012,7,CMR,23.55833333
2012,8,CMR,23.43055556
2012,9,CMR,23.49027778
2012,10,CMR,24.1625
2012,11,CMR,24.66111111
2012,12,CMR,24.1
2013,1,CMR,24.69305556
2013,2,CMR,26.1125
2013,3,CMR,26.76527778
2013,4,CMR,26.36527778
2013,5,CMR,26.09027778
2013,6,CMR,24.65138889
2013,7,CMR,23.40833333
2013,8,CMR,23.05555556
2013,9,CMR,23.81805556
2013,10,CMR,24.4375
2013,11,CMR,24.97916667
2013,12,CMR,24.91388889
1960,1,COD,23.01111111
1960,2,COD,22.9754522
1960,3,COD,22.91421189
1960,4,COD,23.21421189
1960,5,COD,23.08527132
1960,6,COD,22.38888889
1960,7,COD,21.6248062
1960,8,COD,23.02868217
1960,9,COD,23.40413437
1960,10,COD,23.68217054
1960,11,COD,23.00335917
1960,12,COD,23.47080103
1961,1,COD,23.39250646
1961,2,COD,22.65710594
1961,3,COD,23.58682171
1961,4,COD,23.67648579
1961,5,COD,23.7377261
1961,6,COD,22.37080103
1961,7,COD,22.39844961
1961,8,COD,22.52351421
1961,9,COD,23.35684755
1961,10,COD,23.33307494
1961,11,COD,22.66950904
1961,12,COD,22.74883721
1962,1,COD,22.70206718
1962,2,COD,23.12144703
1962,3,COD,23.26408269
1962,4,COD,23.17829457
1962,5,COD,22.82428941
1962,6,COD,22.15271318
1962,7,COD,22.20749354
1962,8,COD,22.58578811
1962,9,COD,23.30103359
1962,10,COD,23.31059432
1962,11,COD,22.96434109
1962,12,COD,22.99302326
1963,1,COD,22.80387597
1963,2,COD,23.25839793
1963,3,COD,23.36692506
1963,4,COD,23.1749354
1963,5,COD,22.99741602
1963,6,COD,22.19250646
1963,7,COD,22.09664083
1963,8,COD,22.70801034
1963,9,COD,23.72248062
1963,10,COD,23.49922481
1963,11,COD,22.76744186
1963,12,COD,23.18501292
1964,1,COD,23.74677003
1964,2,COD,23.49896641
1964,3,COD,23.89560724
1964,4,COD,23.43643411
1964,5,COD,23.0627907
1964,6,COD,22.12842377
1964,7,COD,21.13617571
1964,8,COD,22.30904393
1964,9,COD,23.19612403
1964,10,COD,23.22093023
1964,11,COD,22.91834625
1964,12,COD,22.53333333
1965,1,COD,23.02144703
1965,2,COD,22.98294574
1965,3,COD,23.20930233
1965,4,COD,23.1121447
1965,5,COD,23.00749354
1965,6,COD,22.02945736
1965,7,COD,22.20129199
1965,8,COD,22.42041344
1965,9,COD,23.44547804
1965,10,COD,23.60671835
1965,11,COD,23.31085271
1965,12,COD,22.8994832
1966,1,COD,23.29018088
1966,2,COD,23.14392765
1966,3,COD,23.35968992
1966,4,COD,23.20568475
1966,5,COD,23.56692506
1966,6,COD,22.32842377
1966,7,COD,22.06589147
1966,8,COD,22.89121447
1966,9,COD,23.34160207
1966,10,COD,23.52170543
1966,11,COD,23.32222222
1966,12,COD,22.84728682
1967,1,COD,23.04263566
1967,2,COD,23.33979328
1967,3,COD,23.39844961
1967,4,COD,23.74935401
1967,5,COD,23.09121447
1967,6,COD,21.97932817
1967,7,COD,21.58191214
1967,8,COD,22.18578811
1967,9,COD,23.09638243
1967,10,COD,23.31602067
1967,11,COD,22.68604651
1967,12,COD,22.78294574
1968,1,COD,22.52144703
1968,2,COD,23.21317829
1968,3,COD,23
1968,4,COD,23.20620155
1968,5,COD,22.90516796
1968,6,COD,21.63204134
1968,7,COD,21.58578811
1968,8,COD,22.61421189
1968,9,COD,23.31602067
1968,10,COD,23.68242894
1968,11,COD,23.25322997
1968,12,COD,23.03617571
1969,1,COD,23.02144703
1969,2,COD,23.31937984
1969,3,COD,23.90490956
1969,4,COD,24.1002584
1969,5,COD,23.25658915
1969,6,COD,22.36614987
1969,7,COD,21.88217054
1969,8,COD,22.67596899
1969,9,COD,23.46537468
1969,10,COD,23.68552972
1969,11,COD,23.18087855
1969,12,COD,23.10878553
1970,1,COD,23.13074935
1970,2,COD,23.92196382
1970,3,COD,23.73643411
1970,4,COD,23.97054264
1970,5,COD,23.2379845
1970,6,COD,22.34780362
1970,7,COD,22.08320413
1970,8,COD,22.61059432
1970,9,COD,23.4248062
1970,10,COD,23.65426357
1970,11,COD,22.86098191
1970,12,COD,22.74547804
1971,1,COD,22.67622739
1971,2,COD,22.8250646
1971,3,COD,23.44651163
1971,4,COD,23.05865633
1971,5,COD,23.00335917
1971,6,COD,21.9129199
1971,7,COD,21.78552972
1971,8,COD,22.16821705
1971,9,COD,23.16459948
1971,10,COD,23.3129199
1971,11,COD,22.97596899
1971,12,COD,22.37416021
1972,1,COD,23.10594315
1972,2,COD,22.8622739
1972,3,COD,23.44496124
1972,4,COD,23.34341085
1972,5,COD,23.6118863
1972,6,COD,21.8622739
1972,7,COD,22.1627907
1972,8,COD,22.69870801
1972,9,COD,23.96821705
1972,10,COD,23.94315245
1972,11,COD,23.25891473
1972,12,COD,23.55193798
1973,1,COD,23.59198966
1973,2,COD,24.29095607
1973,3,COD,24.28888889
1973,4,COD,23.64677003
1973,5,COD,23.29276486
1973,6,COD,22.05658915
1973,7,COD,21.8875969
1973,8,COD,22.79224806
1973,9,COD,23.77209302
1973,10,COD,23.99431525
1973,11,COD,22.99276486
1973,12,COD,22.63462532
1974,1,COD,22.61627907
1974,2,COD,23.13126615
1974,3,COD,23.28940568
1974,4,COD,23.16072351
1974,5,COD,22.5881137
1974,6,COD,21.8245478
1974,7,COD,21.6129199
1974,8,COD,22.65478036
1974,9,COD,23.25917313
1974,10,COD,23.73591731
1974,11,COD,22.96666667
1974,12,COD,22.69819121
1975,1,COD,22.76899225
1975,2,COD,23.21421189
1975,3,COD,23.36330749
